"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",708.602169691234,-0.381253887429319,0.100654430185293,-3.78775069043135,0.000152017272594442,0.00128121723796927
"ENSG00000000419",520.297900552084,0.20681271539039,0.112218674571094,1.84294384317797,0.0653372100732209,0.196207903547653
"ENSG00000000457",237.163036796015,0.0379205923946024,0.143444716339653,0.264356843265059,0.791504963001315,0.911194055631029
"ENSG00000000460",57.9326331250967,-0.0881676962634687,0.287141995232584,-0.307052600202395,0.758803335540257,0.894634203886213
"ENSG00000000938",0.318098378392895,-1.378233965407,3.49987526565862,-0.39379516719652,0.693732272741941,NA
"ENSG00000000971",5817.35286765231,0.426402224666588,0.0883133782601157,4.82828573730557,1.37713398730225e-06,1.81805935198214e-05
"ENSG00000001036",1282.10638546592,-0.241071141809459,0.0887206434860661,-2.71719334235127,0.006583813499055,0.0327262817961314
"ENSG00000001084",609.892091906969,-0.0476166343961488,0.166653925431863,-0.285721649056608,0.775091322076681,0.90255437145648
"ENSG00000001167",369.342807845239,-0.500364060039519,0.12087993050675,-4.13934768114034,3.48294760859722e-05,0.000341723878239358
"ENSG00000001460",183.237674249271,-0.123899047928005,0.179901287921846,-0.688705730566139,0.491008469228222,0.723047796468253
"ENSG00000001461",2813.85122198422,-0.0410661404176422,0.102562396510009,-0.400401529362028,0.688860797986909,0.856131197742985
"ENSG00000001497",539.8235458671,-0.0040488788132957,0.106712189129231,-0.0379420462304678,0.969733889124791,0.988240468275793
"ENSG00000001561",114.03778409508,0.224944309431856,0.216577793962843,1.03863053231786,0.298976600245238,0.548303897453106
"ENSG00000001617",598.668142741294,-0.250237360690097,0.108280993862278,-2.31099985107612,0.0208328631198946,0.0820097438152228
"ENSG00000001626",5.7649879371736,-1.08723790522776,0.792115883369212,-1.37257430138034,0.169884725565194,0.385778111032319
"ENSG00000001629",1779.82871935893,-0.226673505049421,0.080619625936123,-2.8116417363313,0.00492893693679052,0.0258134336919741
"ENSG00000001630",54.7277288861649,0.0126116304754468,0.312533033704504,0.0403529518974655,0.967811738618621,0.987253911713998
"ENSG00000001631",785.453250774629,-0.0366892115757762,0.103232231211914,-0.355404616804814,0.722286490633808,0.875560705501531
"ENSG00000002016",183.860422539257,-0.310532454981263,0.159944269294997,-1.94150410233533,0.0521971623181559,0.166060066964798
"ENSG00000002079",1.42773408312638,-1.98126646017204,1.84067962683967,-1.07637767663771,0.281758381904593,NA
"ENSG00000002330",178.056714274042,0.0889957131435582,0.155077410633077,0.573879282483813,0.566049493474173,0.777896894839463
"ENSG00000002549",1253.63083632383,0.186657476780476,0.105812171272604,1.76404542630158,0.077724331440749,0.221710873924026
"ENSG00000002586",8285.42119089887,0.0897507485743682,0.0804356560592674,1.11580800072342,0.264504328365931,0.509780561927654
"ENSG00000002587",0.528897429425744,-0.716814702056709,3.29446004205226,-0.217581847376171,0.827754929343814,NA
"ENSG00000002745",6.89982616366639,-0.269491829324527,0.777539569998147,-0.346595645704783,0.728895117601186,0.87877646540139
"ENSG00000002746",108.442359160607,0.102439899176383,0.19901699251606,0.514729410194038,0.606742118847032,0.806271153277712
"ENSG00000002822",349.807740878471,-0.160215844066648,0.132463169144281,-1.20951238824838,0.22646605462099,0.461969185676239
"ENSG00000002834",7168.82575403564,0.396642638270005,0.0929191645175247,4.26868494060983,1.96628763736273e-05,0.000206666937772809
"ENSG00000002919",250.508248733712,0.404389935451244,0.140172365201352,2.88494764906303,0.00391478754483332,0.0212304662693583
"ENSG00000002933",540.269559761662,0.36103673116869,0.14641429715953,2.46585707934868,0.0136685860451213,0.0587318481195004
"ENSG00000003056",1065.27029988478,-0.0725648655343072,0.0921692394476769,-0.78730025298192,0.431106121634836,0.674376661837542
"ENSG00000003096",377.977300973334,-0.940978768765619,0.143800821792878,-6.54362580848772,6.00449264449097e-11,1.51111665237721e-09
"ENSG00000003137",104.516320058985,-0.896585705551135,0.292592645758401,-3.06427970268078,0.00218194806124294,0.0129774494432041
"ENSG00000003147",0.742897581513727,0.317865617341381,2.52081222031205,0.126096507617705,0.899655531923661,NA
"ENSG00000003249",116.350067230415,-0.280162133721972,0.194618662220281,-1.43954403203567,0.149996443849308,0.35597942635511
"ENSG00000003393",851.094610270363,0.171901828934154,0.0957246635379718,1.79579454845474,0.0725271980789595,0.21128057138423
"ENSG00000003400",80.1570525284788,-0.408120367621998,0.227309926557715,-1.79543574626238,0.0725843014424956,0.211348276585679
"ENSG00000003402",2546.61419680864,1.19043257875724,0.12062121241686,9.86918100808975,5.66250422313233e-23,4.80618400901147e-21
"ENSG00000003436",4469.51547111392,-0.196611359075833,0.149792732472386,-1.31255606217129,0.18933258333877,0.413502913532932
"ENSG00000003509",290.814916945508,-0.0510651239933327,0.135903797181114,-0.375744644759852,0.707106744126412,0.86638150305125
"ENSG00000003756",2117.46434149409,-0.188754534570081,0.0951184573907029,-1.98441543048542,0.0472095472521761,0.153809269102961
"ENSG00000003987",25.5043187098086,1.00480553319746,0.372656704487552,2.69633021785878,0.00701081273173118,0.0345150654705256
"ENSG00000003989",38.4397332377094,0.551452598914219,0.380280802539358,1.45011947811156,0.147025204303706,0.350778510506615
"ENSG00000004059",1225.35425318088,0.36658776154741,0.0882774134150956,4.15267900775084,3.28605522217165e-05,0.00032488614103163
"ENSG00000004139",84.8826514051604,-0.166272680895256,0.220725799650802,-0.753299710130426,0.451269832962931,0.691443881850057
"ENSG00000004142",1460.11823233908,0.143566862843566,0.0868849218078202,1.65237949066836,0.0984572137942266,0.262620679663995
"ENSG00000004399",3634.48774846585,-0.0389907265303628,0.112469566610467,-0.346678018822685,0.728833225705513,0.87877646540139
"ENSG00000004455",1224.83873003951,0.0301408846446749,0.11987409345083,0.25143785264193,0.801475605298028,0.915260014072013
"ENSG00000004468",1.31744467960502,-1.02940461309858,1.63080119401756,-0.63122630574153,0.527892564185747,NA
"ENSG00000004478",466.436178170793,-0.0734350179367193,0.113836135598843,-0.645094086780173,0.518866215623418,0.742227417436027
"ENSG00000004487",1237.79987702344,-0.29950906902465,0.0876460188597348,-3.41725811304643,0.000632552768255212,0.00450778396514229
"ENSG00000004534",1285.22881396749,-0.188149771562876,0.0915297142099933,-2.05561410506768,0.0398197271301155,0.135472900355322
"ENSG00000004660",78.1202497526934,-0.564657813402154,0.269271168474863,-2.09698578797108,0.0359948334486503,0.12521214747456
"ENSG00000004700",1035.33054232716,0.368589521968898,0.101689973372251,3.6246397726905,0.000289364493303139,0.00227173852203171
"ENSG00000004766",478.92540525978,-0.0302648831433728,0.112577137626346,-0.268836850727407,0.788055234118593,0.908953292998018
"ENSG00000004776",2774.56152530307,-0.0738358214533961,0.0893385510460215,-0.826472117455325,0.408536328493774,0.655245805768516
"ENSG00000004777",97.1812428538078,-0.409184684239151,0.214433766267318,-1.90821012642688,0.0563640633304024,0.175712916764945
"ENSG00000004779",365.676604490797,0.104381993667106,0.127919651527468,0.81599654486779,0.41450211184762,0.660812515871589
"ENSG00000004799",914.379014067714,2.64493111947607,0.628564637752678,4.20789042306382,2.577657994396e-05,0.00026278967677712
"ENSG00000004838",12.8074400018354,-0.414672419614472,0.553710488423776,-0.748897534512851,0.453918966455137,0.693421310011197
"ENSG00000004846",17.9991680687101,-1.69783433138054,0.557865845451223,-3.04344556173226,0.00233885753637386,0.0137759091684161
"ENSG00000004864",150.442543565193,-0.000643222792110381,0.173511270022565,-0.00370709517616194,0.997042172768199,0.998773510766083
"ENSG00000004866",412.129049598094,-0.562108171004671,0.136173863092673,-4.12787122461328,3.6613704980547e-05,0.000358447773351449
"ENSG00000004897",1518.08560110584,0.0541795601801896,0.0879130331083522,0.61628587098586,0.537705862295356,0.756797471466214
"ENSG00000004961",437.433192424783,-0.146670185375635,0.133187027862661,-1.10123476534725,0.270794494587997,0.516665903469029
"ENSG00000004975",991.984168983081,-0.320057859306267,0.0975310333145447,-3.28160020897202,0.0010321984010854,0.00687393709442288
"ENSG00000005007",2261.97159931419,0.239248559314997,0.0828300855240452,2.88842583949215,0.00387175315283985,0.0210287733873227
"ENSG00000005020",755.689262420725,0.217551901609588,0.109722829678306,1.98274053127707,0.0473964197315176,0.154362203918358
"ENSG00000005022",1118.96464020574,-0.032776159039168,0.0945508800964927,-0.346651020125023,0.728853511262064,0.87877646540139
"ENSG00000005059",211.730039424173,0.0870674158238868,0.155281526174873,0.560706852699493,0.574997394877121,0.784483351456553
"ENSG00000005073",0.423579559117188,-1.06883737114101,3.00338803898361,-0.355877215087639,0.721932519934298,NA
"ENSG00000005075",817.882431768421,0.0569941641078023,0.10850163311706,0.525283928642001,0.599385827961696,0.799898138971226
"ENSG00000005100",485.155503010875,0.360876227728078,0.132173759064382,2.73031674579441,0.00632734999358676,0.0316878195893683
"ENSG00000005102",0.440537329662972,-1.51308325197977,3.48459710299776,-0.434220429867797,0.664128378868468,NA
"ENSG00000005108",10.5601021519313,0.555759820586064,0.579524064716386,0.958993516271058,0.337562011517902,0.587391745038174
"ENSG00000005156",205.662658797684,-0.392720669828295,0.171807174295676,-2.28582229722509,0.0222646566905582,0.0864731777444215
"ENSG00000005175",312.284958714215,-0.223457375885428,0.136977898077171,-1.63133891687794,0.102818826003134,0.271499705495304
"ENSG00000005187",8.7344713131347,0.0283553677079173,0.645956447061597,0.0438967175525587,0.964986731794201,0.986341560877522
"ENSG00000005189",75.3292618994688,-0.366018164707658,0.266604638633842,-1.37288745830995,0.169787336099064,0.385654295098025
"ENSG00000005194",455.353420802124,0.166382095301029,0.11056919935991,1.5047779694908,0.13238116953814,0.325374506852792
